"model","study_id","fitted","residual","standardized_residual","studentized_residual","cooks_distance","leverage","flag_abs_studentized_gt_3","flag_cooks_gt_4_over_n","flag_leverage_gt_2p_over_n"
"mediator_model_RQ1_H1","ALG26-151",3.13293019247282,-0.132930192472823,-0.249959755615391,-0.249216768448232,0.000149884900109991,0.00950452001113471,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-152",3.52581506487331,0.307518268460027,0.579497437736372,0.578275541973923,0.00117101491220158,0.0137563618660612,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-153",3.93989369562129,-0.106560362287955,-0.200937225443738,-0.200325936381128,0.000154192510641402,0.0150459099010564,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-154",3.53625702982897,0.630409636837698,1.20329095466133,1.2050110851162,0.0145804054823989,0.0387202440139413,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-155",3.16397598177316,-0.330642648439822,-0.632289957950854,-0.631084793300241,0.00441425549268869,0.0422975756125434,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-156",2.81421369201834,-0.314213692018335,-0.607424345465007,-0.606207291948069,0.00618566974924331,0.0628454106434304,FALSE,FALSE,TRUE
"mediator_model_RQ1_H1","ALG26-157",2.89144349505207,-0.224776828385407,-0.424151580286558,-0.423048115492799,0.000751192482992606,0.0164276468719568,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-158",4.14860377932248,-0.148603779322478,-0.284053916592275,-0.28322591236771,0.000872814101546645,0.0414747466065398,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-159",3.17724052564616,-0.510573858979497,-0.966031830842371,-0.965826437695211,0.00517080853200402,0.0216827951033477,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-160",3.81556070336638,0.517772629966951,0.975070012026238,0.974917146844187,0.00300048772950234,0.0124661468537412,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-161",3.47533834032122,-0.308671673654555,-0.579717292326204,-0.578495400549768,0.000600609309906169,0.00709783661201048,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-162",3.50736502665536,0.825968306677978,1.5531159603461,1.56014834920733,0.00576992096607951,0.00947734095978996,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-163",2.77931529084858,-0.445981957515243,-0.848610318303228,-0.847854982330491,0.00608521962128221,0.0326951254770593,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-165",2.86225652487705,-0.362256524877046,-0.684178450622306,-0.683022424067771,0.00216493636334038,0.018163745512663,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-166",4.06713040138834,0.0995362652783265,0.188195808860805,0.187620337066777,0.000183571162565174,0.0203110678316097,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-167",3.27212357940115,-0.272123579401148,-0.51543671336439,-0.514235517587025,0.00162114472722428,0.0238263845212908,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-168",3.23235178812962,0.100981545203713,0.191241345353911,0.190657258188524,0.000220176549457842,0.0235143690051883,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-169",3.19676745692747,-0.363434123594141,-0.686008316036081,-0.684854647688339,0.00203893200653683,0.0170349957713583,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-170",3.32717084453157,0.3394958221351,0.63972414713029,0.63852396945819,0.00141642067898709,0.0136551211006302,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-173",3.32792077191699,0.00541256141634143,0.0101649504193945,0.0101327351082406,1.82616043941569e-07,0.00701986808834126,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-174",2.94087532521732,1.05912467478268,2.01738102508687,2.03739801173353,0.0365714537655031,0.0346968521059697,FALSE,TRUE,FALSE
"mediator_model_RQ1_H1","ALG26-175",3.56617679014766,-0.0661767901476623,-0.12464441654141,-0.124255455286795,5.03061484762916e-05,0.0127863489837552,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-177",3.53123152886662,-0.364564862199958,-0.69429115288726,-0.69314870850359,0.00428906339243447,0.0343677389452348,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-178",3.7333053993703,-0.0666387327036323,-0.126180164746011,-0.125786564434964,9.44339936572264e-05,0.0231751663298565,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-179",3.04248270567736,-0.209149372344022,-0.396356459600951,-0.395296745515712,0.000999431892073282,0.0248157827248028,FALSE,FALSE,FALSE
